    time   dayofyr   metabc(2)   strucc(2)    som1c(1)    som1c(2)    som2c(1)    som2c(2)      som3c
1816.50  207     11.1932    182.8173     29.7521     67.6806     13.0684   1156.6897   877.8804
1816.50  208     11.0687    182.6203     29.7038     67.5970     13.2023   1156.6654   877.8780
1816.50  209     10.9681    182.4386     29.6542     67.5146     13.3354   1156.6422   877.8755
1816.50  210     10.8982    182.2825     29.6060     67.4386     13.4608   1156.6208   877.8731
1816.50  211     10.8554    182.1530     29.5611     67.3716     13.5750   1156.6028   877.8712
1816.50  212     10.8425    182.0475     29.5167     67.3095     13.6857   1156.5862   877.8692
1816.58  213     10.8590    181.9458     29.4743     67.2529     13.7902   1156.5710   877.8675
1816.58  214     10.8882    181.8660     29.4364     67.2051     13.8830   1156.5580   877.8658
1816.58  215     10.8782    181.7513     29.3862     67.1451     14.0045   1156.5433   877.8638
1816.58  216     10.8988    181.6655     29.3421     67.0922     14.1095   1156.5292   877.8621
1816.58  217     10.9430    181.6081     29.3038     67.0491     14.1999   1156.5179   877.8609
1816.58  218     11.0056    181.5693     29.2679     67.0104     14.2849   1156.5082   877.8597
1816.58  219     11.0835    181.5460     29.2336     66.9748     14.3663   1156.4999   877.8587
1816.58  220     11.1751    181.5379     29.2011     66.9430     14.4437   1156.4921   877.8575
1816.58  221     11.2849    181.5473     29.1702     66.9145     14.5180   1156.4852   877.8563
1816.58  222     11.3936    181.5625     29.1433     66.8902     14.5835   1156.4789   877.8553
1816.58  223     11.4631    181.5494     29.1412     66.8592     14.5886   1156.4637   877.8543
1816.58  224     11.5503    181.5537     29.1134     66.8333     14.6609   1156.4569   877.8536
1816.58  225     11.5735    181.5056     29.0705     66.7943     14.7723   1156.4467   877.8521
1816.58  226     11.6059    181.4660     29.0308     66.7579     14.8740   1156.4369   877.8509
1816.58  227     11.6824    181.4655     29.0015     66.7323     14.9489   1156.4305   877.8502
1816.58  228     11.7815    181.4856     28.9771     66.7122     15.0120   1156.4257   877.8494
1816.58  229     11.8587    181.4890     28.9752     66.6864     15.0172   1156.4115   877.8482
1816.58  230     11.9717    181.5237     28.9733     66.6672     15.0224   1156.4012   877.8475
1816.58  231     11.3722    180.9558     28.8524     66.5000     15.3543   1156.3394   877.8409
1816.58  232     10.9914    180.5422     28.7880     66.3621     15.5114   1156.2817   877.8360
1816.58  233     10.7831    180.2660     28.7238     66.2573     15.6619   1156.2423   877.8326
1816.58  234     10.6824    180.0805     28.6570     66.1762     15.8134   1156.2158   877.8299
1816.58  235     10.5723    179.8831     28.5859     66.0900     15.9690   1156.1881   877.8272
1816.58  236     10.4096    179.6331     28.4327     65.9865     16.2842   1156.1686   877.8240
1816.58  237     10.2562    179.3927     28.3551     65.8862     16.4323   1156.1310   877.8209
1816.58  238     10.1163    179.1636     28.2805     65.7897     16.5718   1156.0916   877.8179
1816.58  239      9.9854    178.9391     28.2059     65.6935     16.7088   1156.0519   877.8150
1816.58  240      9.8532    178.7089     28.0472     65.5937     16.9890   1155.9913   877.8121
1816.58  241      9.7235    178.4742     27.9626     65.4897     17.1310   1155.9333   877.8089
1816.58  242      9.6026    178.2454     27.8792     65.3870     17.2689   1155.8793   877.8060
1816.58  243      9.4871    178.0146     27.7930     65.2807     17.4096   1155.8259   877.8028
1816.67  244      9.3901    177.7814     27.7076     65.1760     17.5471   1155.7756   877.7999
1816.67  245      9.3069    177.5614     27.6244     65.0749     17.6797   1155.7285   877.7969
1816.67  246      9.2410    177.3562     27.5425     64.9776     17.8088   1155.6851   877.7940
1816.67  247      9.1786    177.1515     27.4545     64.8790     17.9466   1155.6472   877.7911
1816.67  248      9.0755    176.8976     27.2565     64.7613     18.2467   1155.6205   877.7877
1816.67  249      8.9714    176.6420     27.0451     64.6402     18.5480   1155.5502   877.7842
1816.67  250      8.8725    176.3976     26.8361     64.5247     18.8306   1155.4840   877.7808
1816.67  251      8.7957    176.1881     26.7466     64.4265     18.9481   1155.4484   877.7779
1816.67  252      8.7370    176.0019     26.6671     64.3383     19.0526   1155.4160   877.7755
1816.67  253      8.6823    175.8187     26.5892     64.2510     19.1552   1155.3835   877.7730
1816.67  254      8.6278    175.6327     26.5106     64.1619     19.2590   1155.3508   877.7706
1816.67  255      8.5710    175.4386     26.4288     64.0685     19.3674   1155.3159   877.7679
1816.67  256      8.5146    175.2378     26.3432     63.9706     19.4808   1155.2797   877.7652
1816.67  257      8.4650    175.0396     26.2573     63.8723     19.5945   1155.2428   877.7623
1816.67  258      8.4361    174.8742     26.1844     63.7889     19.6911   1155.2111   877.7598
1816.67  259      8.4189    174.7230     26.1163     63.7112     19.7819   1155.1818   877.7576
1816.67  260      8.4081    174.5767     26.0487     63.6345     19.8724   1155.1530   877.7554
1816.67  261      8.4199    174.4637     25.9935     63.5725     19.9468   1155.1295   877.7537
1816.67  262      8.4177    174.3367     25.9294     63.5063     20.0339   1155.1047   877.7515
1816.67  263      8.4259    174.2236     25.8754     63.4461     20.1078   1155.0809   877.7498
1816.67  264      8.4521    174.1329     25.8303     63.3949     20.1703   1155.0604   877.7484
1816.67  265      8.4892    174.0547     25.7901     63.3487     20.2267   1155.0419   877.7469
1816.67  266      8.5416    173.9933     25.7559     63.3087     20.2753   1155.0258   877.7459
1816.67  267      8.5981    173.9368     25.7233     63.2709     20.3225   1155.0101   877.7447
1816.67  268      8.6528    173.8792     25.6904     63.2330     20.3710   1154.9945   877.7437
1816.67  269      8.7060    173.8206     25.6565     63.1950     20.4219   1154.9794   877.7427
1816.67  270      8.7619    173.7650     25.6227     63.1581     20.4733   1154.9647   877.7415
1816.67  271      8.8225    173.7147     25.5895     63.1230     20.5245   1154.9504   877.7403
1816.67  272      8.6063    173.3701     25.4764     62.9905     20.6992   1154.8936   877.7361
1816.67  273      8.4552    173.0842     25.3538     62.8741     20.8827   1154.8025   877.7325
1816.75  274      8.3906    172.8875     25.2991     62.7893     20.9631   1154.7581   877.7300
1816.75  275      8.3855    172.7576     25.2507     62.7276     21.0346   1154.7278   877.7283
1816.75  276      8.3848    172.6347     25.1562     62.6685     21.1740   1154.6897   877.7266
1816.75  277      8.3875    172.5160     25.1103     62.6109     21.2412   1154.6633   877.7249
1816.75  278      8.4082    172.4189     25.0302     62.5612     21.3586   1154.6313   877.7234
1816.75  279      8.4276    172.3213     24.9902     62.5114     21.4172   1154.5884   877.7217
1816.75  280      8.4520    172.2296     24.9524     62.4639     21.4732   1154.5664   877.7203
1816.75  281      8.4818    172.1438     24.9167     62.4187     21.5267   1154.5444   877.7188
1816.75  282      8.5204    172.0673     24.8840     62.3769     21.5763   1154.5245   877.7176
1816.75  283      8.5602    171.9926     24.8524     62.3359     21.6251   1154.5050   877.7164
1816.75  284      8.5944    171.9128     24.8201     62.2938     21.6755   1154.4845   877.7151
1816.75  285      8.6154    171.8201     24.7852     62.2478     21.7306   1154.4615   877.7137
1816.75  286      8.6173    171.7066     24.7456     62.1951     21.7939   1154.4346   877.7120
1816.75  287      8.6218    171.5963     24.7059     62.1437     21.8579   1154.4095   877.7103
1816.75  288      8.6532    171.5150     24.6740     62.1020     21.9096   1154.3885   877.7088
1816.75  289      8.7073    171.4558     24.6478     62.0671     21.9527   1154.3705   877.7078
1816.75  290      8.7655    171.4008     24.6231     62.0339     21.9940   1154.3530   877.7066
1816.75  291      8.8132    171.3369     24.5971     61.9986     22.0382   1154.3350   877.7054
1816.75  292      8.8717    171.2833     24.5487     61.9664     22.1212   1154.3256   877.7042
1816.75  293      8.9320    171.2323     24.5252     61.9351     22.1616   1154.3085   877.7029
1816.75  294      8.9981    171.1865     24.5032     61.9057     22.2001   1154.2924   877.7017
1816.75  295      9.0795    171.1536     24.4840     61.8797     22.2344   1154.2777   877.7007
1816.75  296      9.1664    171.1253     24.4660     61.8552     22.2671   1154.2645   877.6998
1816.75  297      9.2505    171.0955     24.4482     61.8309     22.3002   1154.2504   877.6988
1816.75  298      9.3423    171.0719     24.4317     61.8083     22.3314   1154.2372   877.6978
1816.75  299      9.4273    171.0439     24.4151     61.7852     22.3636   1154.2230   877.6968
1816.75  300      9.5122    171.0164     24.3989     61.7626     22.3956   1154.2089   877.6959
1816.75  301      9.5870    170.9820     24.3821     61.7391     22.4296   1154.1937   877.6949
1816.75  302      9.6630    170.9488     24.3656     61.7162     22.4637   1154.1786   877.6939
1816.75  303      9.7526    170.9262     24.3509     61.6958     22.4944   1154.1654   877.6929
1816.75  304      9.8537    170.9118     24.3375     61.6772     22.5232   1154.1527   877.6922
1816.83  305      9.9569    170.8960     24.3240     61.6583     22.5530   1154.1395   877.6915
1816.83  306     10.0589    170.8800     24.2973     61.6399     22.6129   1154.1317   877.6907
1816.83  307     10.2106    170.8960     24.2877     61.6266     22.6348   1154.1219   877.6900
1816.83  308     10.3835    170.9254     24.2795     61.6154     22.6540   1154.1136   877.6895
1816.83  309     10.5706    170.9638     24.2723     61.6056     22.6715   1154.1053   877.6890
1816.83  310     10.7683    171.0089     24.2658     61.5968     22.6879   1154.0980   877.6888
1816.83  311     10.9744    171.0597     24.2599     61.5889     22.7034   1154.0912   877.6885
1816.83  312     11.1834    171.1133     24.2545     61.5818     22.7182   1154.0848   877.6880
1816.83  313     11.3932    171.1687     24.2495     61.5753     22.7324   1154.0790   877.6876
1816.83  314     11.6033    171.2255     24.2449     61.5695     22.7461   1154.0731   877.6871
1816.83  315     11.8136    171.2837     24.2407     61.5643     22.7594   1154.0668   877.6866
1816.83  316     12.0241    171.3429     24.2367     61.5595     22.7723   1154.0614   877.6861
1816.83  317     12.2346    171.4033     24.2331     61.5552     22.7849   1154.0560   877.6856
1816.83  318     12.4449    171.4645     24.2298     61.5513     22.7972   1154.0511   877.6851
1816.83  319     12.6551    171.5267     24.2267     61.5479     22.8093   1154.0463   877.6849
1816.83  320     12.8651    171.5896     24.2238     61.5448     22.8211   1154.0414   877.6846
1816.83  321     13.0748    171.6533     24.2216     61.5421     22.8327   1154.0370   877.6844
1816.83  322     13.2842    171.7177     24.2201     61.5398     22.8442   1154.0325   877.6841
1816.83  323     13.4932    171.7829     24.2191     61.5379     22.8554   1154.0271   877.6839
1816.83  324     13.7019    171.8487     24.2187     61.5362     22.8665   1154.0222   877.6837
1816.83  325     13.9101    171.9152     24.2189     61.5349     22.8775   1154.0178   877.6834
1816.83  326     14.1178    171.9822     24.2196     61.5339     22.8884   1154.0129   877.6832
1816.83  327     14.3251    172.0499     24.2208     61.5332     22.8991   1154.0085   877.6829
1816.83  328     14.5320    172.1181     24.2225     61.5328     22.9097   1154.0046   877.6827
1816.83  329     14.7383    172.1869     24.2247     61.5326     22.9202   1153.9998   877.6824
1816.83  330     14.9441    172.2562     24.2300     61.5328     22.9410   1153.9978   877.6822
1816.83  331     15.1495    172.3260     24.2330     61.5332     22.9513   1153.9934   877.6819
1816.83  332     15.3543    172.3962     24.2365     61.5339     22.9615   1153.9900   877.6819
1816.83  333     15.5585    172.4670     24.2404     61.5349     22.9716   1153.9856   877.6819
1816.83  334     15.7621    172.5383     24.2447     61.5360     22.9816   1153.9812   877.6819
1816.92  335     15.9609    172.6055     24.2492     61.5374     22.9912   1153.9773   877.6819
1816.92  336     16.1591    172.6732     24.2541     61.5390     23.0008   1153.9734   877.6819
1816.92  337     16.3568    172.7414     24.2594     61.5409     23.0102   1153.9695   877.6819
1816.92  338     16.5539    172.8100     24.2650     61.5429     23.0197   1153.9656   877.6819
1816.92  339     16.7504    172.8789     24.2709     61.5452     23.0290   1153.9622   877.6819
1816.92  340     16.9464    172.9484     24.2772     61.5477     23.0383   1153.9587   877.6819
1816.92  341     17.1417    173.0183     24.2838     61.5504     23.0475   1153.9553   877.6819
1816.92  342     17.3364    173.0887     24.2907     61.5534     23.0567   1153.9514   877.6819
1816.92  343     17.5303    173.1597     24.2979     61.5565     23.0658   1153.9485   877.6819
1816.92  344     17.7236    173.2312     24.3054     61.5598     23.0749   1153.9449   877.6819
1816.92  345     17.9162    173.3030     24.3132     61.5633     23.0839   1153.9410   877.6819
1816.92  346     18.1082    173.3754     24.3212     61.5670     23.0928   1153.9371   877.6819
1816.92  347     18.2994    173.4483     24.3296     61.5709     23.1018   1153.9337   877.6819
1816.92  348     18.4901    173.5216     24.3468     61.5749     23.1195   1153.9323   877.6819
1816.92  349     18.6800    173.5953     24.3556     61.5792     23.1284   1153.9288   877.6817
1816.92  350     18.8694    173.6695     24.3647     61.5836     23.1372   1153.9254   877.6815
1816.92  351     19.0580    173.7440     24.3740     61.5883     23.1460   1153.9215   877.6812
1816.92  352     19.2461    173.8190     24.3836     61.5931     23.1547   1153.9181   877.6810
1816.92  353     19.4335    173.8944     24.3934     61.5980     23.1634   1153.9142   877.6807
1816.92  354     19.6202    173.9701     24.4035     61.6032     23.1720   1153.9108   877.6805
1816.92  355     19.8064    174.0462     24.4138     61.6085     23.1807   1153.9073   877.6802
1816.92  356     19.9919    174.1228     24.4244     61.6140     23.1892   1153.9039   877.6800
1816.92  357     20.1768    174.1997     24.4352     61.6197     23.1978   1153.9010   877.6797
1816.92  358     20.3611    174.2769     24.4462     61.6255     23.2063   1153.8976   877.6795
1816.92  359     20.5448    174.3544     24.4574     61.6315     23.2148   1153.8942   877.6793
1816.92  360     20.7280    174.4323     24.4688     61.6376     23.2233   1153.8907   877.6790
1816.92  361     20.9105    174.5105     24.4804     61.6440     23.2317   1153.8878   877.6788
1816.92  362     21.0925    174.5889     24.4923     61.6504     23.2402   1153.8849   877.6785
1816.92  363     21.2739    174.6678     24.5043     61.6570     23.2486   1153.8820   877.6783
1816.92  364     21.4547    174.7468     24.5166     61.6638     23.2569   1153.8785   877.6780
1816.92  365     21.6350    174.8262     24.5290     61.6707     23.2653   1153.8751   877.6778
1817.00   1     21.8176    174.9030     24.5416     61.6778     23.2736   1153.8717   877.6776
1817.00   2     21.9995    174.9802     24.5544     61.6850     23.2819   1153.8683   877.6773
1817.00   3     22.1808    175.0576     24.5674     61.6924     23.2901   1153.8649   877.6771
1817.00   4     22.3615    175.1355     24.5806     61.7000     23.2984   1153.8615   877.6768
1817.00   5     22.5415    175.2137     24.5940     61.7076     23.3066   1153.8585   877.6766
1817.00   6     22.7209    175.2921     24.6075     61.7154     23.3148   1153.8561   877.6763
1817.00   7     22.8997    175.3709     24.6212     61.7234     23.3230   1153.8531   877.6761
1817.00   8     23.0780    175.4500     24.6351     61.7315     23.3312   1153.8502   877.6758
1817.00   9     23.2556    175.5294     24.6492     61.7398     23.3394   1153.8473   877.6756
1817.00  10     23.4326    175.6091     24.6634     61.7482     23.3475   1153.8444   877.6754
1817.00  11     23.6091    175.6891     24.6777     61.7568     23.3556   1153.8414   877.6751
1817.00  12     23.7849    175.7694     24.6923     61.7655     23.3637   1153.8385   877.6749
1817.00  13     23.9603    175.8499     24.7069     61.7743     23.3718   1153.8356   877.6746
1817.00  14     24.1350    175.9306     24.7218     61.7833     23.3799   1153.8326   877.6744
1817.00  15     24.3093    176.0116     24.7368     61.7924     23.3880   1153.8302   877.6741
1817.00  16     24.4829    176.0929     24.7519     61.8016     23.3960   1153.8278   877.6739
1817.00  17     24.6557    176.1749     24.7671     61.8110     23.4040   1153.8253   877.6736
1817.00  18     24.8277    176.2572     24.7977     61.8205     23.4200   1153.8243   877.6734
1817.00  19     24.9990    176.3399     24.8131     61.8301     23.4280   1153.8214   877.6732
1817.00  20     25.1694    176.4231     24.8286     61.8399     23.4360   1153.8185   877.6729
1817.00  21     25.3392    176.5068     24.8443     61.8498     23.4440   1153.8156   877.6727
1817.00  22     25.5082    176.5909     24.8600     61.8598     23.4519   1153.8126   877.6724
1817.00  23     25.6764    176.6754     24.8758     61.8700     23.4599   1153.8097   877.6722
1817.00  24     25.8440    176.7604     24.8917     61.8802     23.4678   1153.8068   877.6719
1817.00  25     26.0108    176.8457     24.9078     61.8907     23.4757   1153.8038   877.6717
1817.00  26     26.1770    176.9314     24.9239     61.9012     23.4836   1153.8014   877.6714
1817.00  27     26.3424    177.0175     24.9402     61.9119     23.4915   1153.7990   877.6712
1817.00  28     26.5073    177.1040     24.9565     61.9227     23.4994   1153.7960   877.6710
1817.00  29     26.6714    177.1909     24.9730     61.9336     23.5072   1153.7931   877.6707
1817.00  30     26.8349    177.2780     24.9895     61.9446     23.5151   1153.7906   877.6705
1817.00  31     26.9978    177.3655     25.0062     61.9558     23.5229   1153.7882   877.6702
1817.08  32     27.1734    177.4571     25.0240     61.9678     23.5313   1153.7853   877.6700
1817.08  33     27.3483    177.5492     25.0420     61.9800     23.5396   1153.7823   877.6697
1817.08  34     27.5224    177.6416     25.0602     61.9924     23.5480   1153.7794   877.6695
1817.08  35     27.6958    177.7345     25.0784     62.0048     23.5563   1153.7765   877.6693
1817.08  36     27.8684    177.8276     25.0967     62.0174     23.5647   1153.7736   877.6690
1817.08  37     28.0404    177.9211     25.1152     62.0301     23.5730   1153.7706   877.6688
1817.08  38     28.2116    178.0150     25.1337     62.0430     23.5813   1153.7677   877.6685
1817.08  39     28.3822    178.1091     25.1524     62.0560     23.5896   1153.7648   877.6683
1817.08  40     28.5521    178.2036     25.1711     62.0691     23.5979   1153.7623   877.6680
1817.08  41     28.7214    178.2984     25.1900     62.0824     23.6061   1153.7604   877.6678
1817.08  42     28.8900    178.3935     25.2089     62.0957     23.6144   1153.7584   877.6675
1817.08  43     29.0580    178.4888     25.2280     62.1092     23.6227   1153.7565   877.6673
1817.08  44     29.2253    178.5844     25.2472     62.1229     23.6309   1153.7540   877.6671
1817.08  45     29.3921    178.6802     25.2664     62.1366     23.6392   1153.7516   877.6668
1817.08  46     29.5582    178.7762     25.2858     62.1505     23.6474   1153.7491   877.6666
1817.08  47     29.7240    178.8722     25.3052     62.1646     23.6557   1153.7467   877.6663
1817.08  48     29.8892    178.9684     25.3248     62.1787     23.6639   1153.7443   877.6661
1817.08  49     30.0539    179.0648     25.3444     62.1930     23.6721   1153.7418   877.6658
1817.08  50     30.2179    179.1615     25.3642     62.2074     23.6803   1153.7394   877.6656
1817.08  51     30.3800    179.2599     25.3839     62.2219     23.6885   1153.7345   877.6653
1817.08  52     30.5417    179.3584     25.4038     62.2365     23.6967   1153.7321   877.6651
1817.08  53     30.7023    179.4574     25.4237     62.2512     23.7048   1153.7281   877.6649
1817.08  54     30.8626    179.5565     25.4639     62.2661     23.7212   1153.7272   877.6646
1817.08  55     31.0218    179.6564     25.4839     62.2811     23.7294   1153.7218   877.6644
1817.08  56     31.1806    179.7562     25.5040     62.2962     23.7375   1153.7194   877.6641
1817.08  57     31.3389    179.8561     25.5242     62.3114     23.7456   1153.7169   877.6639
1817.08  58     31.4969    179.9559     25.5649     62.3267     23.7620   1153.7159   877.6636
1817.08  59     31.6545    180.0559     25.5852     62.3421     23.7701   1153.7135   877.6634
1817.08  60     31.8117    180.1559     25.6056     62.3577     23.7783   1153.7111   877.6631
1817.17  61     31.9665    180.2413     25.6248     62.3724     23.7859   1153.7091   877.6629
1817.17  62     32.1207    180.3271     25.6440     62.3871     23.7935   1153.7072   877.6627
1817.17  63     32.2742    180.4132     25.6632     62.4020     23.8011   1153.7047   877.6624
1817.17  64     32.4271    180.4996     25.6826     62.4170     23.8086   1153.7023   877.6622
1817.17  65     32.5794    180.5864     25.7020     62.4321     23.8162   1153.6998   877.6619
1817.17  66     32.7311    180.6735     25.7215     62.4472     23.8238   1153.6974   877.6617
1817.17  67     32.8822    180.7609     25.7410     62.4625     23.8314   1153.6949   877.6614
1817.17  68     33.0327    180.8485     25.7606     62.4779     23.8390   1153.6925   877.6612
1817.17  69     33.1827    180.9363     25.7803     62.4934     23.8465   1153.6901   877.6609
1817.17  70     33.3320    181.0244     25.8000     62.5089     23.8541   1153.6876   877.6607
1817.17  71     33.4809    181.1127     25.8198     62.5246     23.8616   1153.6852   877.6605
1817.17  72     33.6292    181.2012     25.8397     62.5404     23.8692   1153.6827   877.6602
1817.17  73     33.7769    181.2900     25.8597     62.5563     23.8768   1153.6808   877.6600
1817.17  74     33.9240    181.3790     25.8797     62.5722     23.8844   1153.6788   877.6597
1817.17  75     34.0709    181.4680     25.8999     62.5883     23.8919   1153.6769   877.6595
1817.17  76     34.2172    181.5572     25.9201     62.6045     23.8995   1153.6749   877.6592
1817.17  77     34.3630    181.6466     25.9403     62.6208     23.9071   1153.6730   877.6590
1817.17  78     34.4817    181.7285     25.9691     62.6439     23.9178   1153.6700   877.6590
1817.17  79     34.5990    181.8102     25.9982     62.6675     23.9287   1153.6671   877.6590
1817.17  80     34.7235    181.8938     26.0251     62.6893     23.9386   1153.6652   877.6590
1817.17  81     34.8552    181.9795     26.0496     62.7092     23.9477   1153.6627   877.6588
1817.17  82     34.9926    182.0671     26.0723     62.7277     23.9561   1153.6608   877.6585
1817.17  83     35.1273    182.1541     26.0957     62.7468     23.9648   1153.6588   877.6583
1817.17  84     35.2514    182.2383     26.1224     62.7687     23.9746   1153.6559   877.6580
1817.17  85     35.3810    182.3241     26.1722     62.7892     23.9930   1153.6549   877.6578
1817.17  86     35.5144    182.4111     26.1958     62.8087     24.0016   1153.6530   877.6575
1817.17  87     35.6494    182.4987     26.2188     62.8277     24.0101   1153.6510   877.6573
1817.17  88     35.7853    182.5868     26.2414     62.8466     24.0184   1153.6486   877.6570
1817.17  89     35.9217    182.6751     26.2638     62.8653     24.0266   1153.6466   877.6568
1817.17  90     36.0584    182.7638     26.2860     62.8839     24.0347   1153.6447   877.6566
1817.17  91     36.1952    182.8528     26.3081     62.9024     24.0428   1153.6427   877.6563
1817.25  92     36.3442    182.9374     26.3309     62.9216     24.0510   1153.6403   877.6561
1817.25  93     36.4926    183.0227     26.3536     62.9407     24.0593   1153.6383   877.6558
1817.25  94     36.6407    183.1083     26.3762     62.9599     24.0674   1153.6364   877.6556
1817.25  95     36.7883    183.1944     26.3988     62.9791     24.0756   1153.6344   877.6553
1817.25  96     36.9229    183.2775     26.4254     63.0017     24.0851   1153.6320   877.6551
1817.25  97     37.0640    183.3627     26.4497     63.0225     24.0939   1153.6300   877.6548
1817.25  98     37.2066    183.4487     26.4734     63.0428     24.1024   1153.6281   877.6546
1817.25  99     37.3443    183.5338     26.4986     63.0645     24.1114   1153.6261   877.6544
1817.25  100     37.4791    183.6186     26.5245     63.0868     24.1207   1153.6237   877.6541
1817.25  101     37.5939    183.6984     26.5565     63.1145     24.1321   1153.6212   877.6541
1817.25  102     37.6853    183.7722     26.5958     63.1485     24.1461   1153.6183   877.6539
1817.25  103     37.7509    183.8391     26.6429     63.1895     24.1629   1153.6149   877.6534
1817.25  104     37.7977    183.9000     26.6953     63.2351     24.1817   1153.6105   877.6531
1817.25  105     37.8614    183.9656     26.7427     63.2767     24.1987   1153.6066   877.6526
1817.25  106     37.9149    184.0279     26.7932     63.3212     24.2169   1153.6022   877.6524
1817.25  107     37.9368    184.0775     26.8497     63.3714     24.2372   1153.5973   877.6519
1817.25  108     37.9428    184.1203     26.9093     63.4244     24.2588   1153.5919   877.6514
1817.25  109     37.9486    184.1625     26.9681     63.4774     24.2801   1153.5861   877.6509
1817.25  110     37.8912    184.1821     27.0387     63.5423     24.3059   1153.5797   877.6502
1817.25  111     37.7481    184.1741     27.1278     63.6247     24.3386   1153.5714   877.6497
1817.25  112     37.5895    184.1607     27.2225     63.7101     24.3737   1153.5630   877.6490
1817.25  113     37.5096    184.1714     27.2988     63.7785     24.4022   1153.5566   877.6480
1817.25  114     37.4474    184.1871     27.3706     63.8433     24.4292   1153.5503   877.6473
1817.25  115     37.3921    184.2043     27.4400     63.9067     24.4555   1153.5435   877.6465
1817.25  116     37.3091    184.2116     27.5161     63.9753     24.4845   1153.5371   877.6458
1817.25  117     37.1285    184.1920     27.6849     64.0675     24.5497   1153.5210   877.6448
1817.25  118     37.0105    184.1875     27.7699     64.1425     24.5832   1153.5122   877.6443
1817.25  119     36.9286    184.1938     27.8457     64.2099     24.6132   1153.5059   877.6436
1817.25  120     36.8682    184.2063     27.9151     64.2729     24.6409   1153.5000   877.6429
1817.25  121     36.7666    184.2047     27.9904     64.3438     24.6712   1153.4932   877.6424
1817.33  122     36.6455    184.1869     28.0665     64.4180     24.7021   1153.4854   877.6419
1817.33  123     36.4905    184.1592     28.1466     64.4987     24.7348   1153.4772   877.6412
1817.33  124     36.3250    184.1282     28.2281     64.5809     24.7684   1153.4688   877.6402
1817.33  125     36.1872    184.1046     28.3024     64.6564     24.7993   1153.4609   877.6397
1817.33  126     36.0545    184.0821     28.3741     64.7297     24.8294   1153.4536   877.6392
1817.33  127     35.9132    184.0565     28.4479     64.8036     24.8606   1153.4463   877.6387
1817.33  128     35.7486    184.0242     28.5276     64.8814     24.8945   1153.4388   877.6378
1817.33  129     35.5528    183.9835     28.6236     64.9660     24.9359   1153.4310   877.6368
1817.33  130     35.3339    183.9364     28.7300     65.0555     24.9823   1153.4237   877.6360
1817.33  131     35.0945    183.8835     28.8421     65.1491     25.0320   1153.4159   877.6348
1817.33  132     34.8912    183.8403     28.9361     65.2337     25.0743   1153.4086   877.6341
1817.33  133     34.7502    183.8145     29.0114     65.3043     25.1086   1153.4022   877.6334
1817.33  134     34.6275    183.7935     29.0806     65.3700     25.1403   1153.3959   877.6329
1817.33  135     34.5047    183.7719     29.1491     65.4344     25.1720   1153.3900   877.6324
1817.33  136     34.3560    183.7432     29.2260     65.5030     25.2079   1153.3838   877.6317
1817.33  137     34.2003    183.7132     29.3064     65.5722     25.2458   1153.3779   877.6309
1817.33  138     33.6911    183.5835     29.6046     65.7224     25.3905   1153.3744   877.6292
1817.33  139     33.1725    183.4496     29.9523     65.8723     25.5704   1153.3508   877.6275
1817.33  140     32.5729    183.2903     30.3245     66.0383     25.7790   1153.3243   877.6253
1817.33  141     31.9356    183.1164     30.4968     66.2093     25.8826   1153.3085   877.6231
1817.33  142     31.2990    182.9382     30.6595     66.3758     25.9845   1153.2916   877.6207
1817.33  143     30.7078    182.7690     30.8031     66.5282     26.0779   1153.2751   877.6187
1817.33  144     30.1720    182.6127     30.9320     66.6649     26.1647   1153.2595   877.6165
1817.33  145     29.7242    182.4805     31.0479     66.7803     26.2452   1153.2472   877.6148
1817.33  146     29.3603    182.3725     31.1464     66.8764     26.3156   1153.2365   877.6131
1817.33  147     29.0375    182.2769     31.2386     66.9632     26.3831   1153.2267   877.6116
1817.33  148     28.7600    182.1956     31.3248     67.0402     26.4477   1153.2194   877.6102
1817.33  149     28.5103    182.1238     31.4084     67.1113     26.5118   1153.2123   877.6089
1817.33  150     28.2922    182.0632     31.4888     67.1764     26.5748   1153.2063   877.6077
1817.33  151     28.1102    182.0151     31.5645     67.2343     26.6354   1153.2019   877.6065
1817.33  152     27.9529    181.9767     31.6380     67.2878     26.6954   1153.1975   877.6053
1817.42  153     27.3501    181.7718     31.9568     67.4176     26.9722   1153.2085   877.6028
1817.42  154     26.7238    181.5561     32.2424     67.5453     27.2571   1153.2188   877.6002
1817.42  155     26.1311    181.3468     32.3607     67.6613     27.3899   1153.2053   877.5977
1817.42  156     25.5729    181.1447     32.4676     67.7662     27.5176   1153.1926   877.5953
1817.42  157     25.1229    180.9773     32.5511     67.8496     27.6233   1153.1814   877.5933
1817.42  158     24.6882    180.8124     32.6350     67.9271     27.7351   1153.1716   877.5914
1817.42  159     24.1856    180.6177     32.8198     68.0097     28.0065   1153.1846   877.5889
1817.42  160     23.7137    180.4304     32.8955     68.0835     28.1338   1153.1742   877.5865
1817.42  161     23.2727    180.2513     32.9613     68.1497     28.2531   1153.1638   877.5843
1817.42  162     22.8739    180.0865     33.0199     68.2083     28.3668   1153.1531   877.5821
1817.42  163     22.5755    179.9620     33.0698     68.2550     28.4705   1153.1453   877.5801
1817.42  164     22.3821    179.8823     33.1129     68.2910     28.5653   1153.1404   877.5787
1817.42  165     22.2589    179.8349     33.1513     68.3206     28.6550   1153.1375   877.5775
